"City","State","Age_Group","Disability","variable","Disabled_Count","sex"
"Meerut","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",387,"M"
"Meerut","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",90,"M"
"Meerut","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",640,"M"
"Meerut","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",154,"M"
"Meerut","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",374,"M"
"Meerut","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",107,"M"
"Meerut","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",5,"M"
"Ghaziabad","UTTAR PRADESH","Total","Total","Disab_M_TotDisab",45686,"M"
"Ghaziabad","UTTAR PRADESH","0-14","Total","Disab_M_TotDisab",12318,"M"
"Ghaziabad","UTTAR PRADESH","15-59","Total","Disab_M_TotDisab",28514,"M"
"Ghaziabad","UTTAR PRADESH","60+","Total","Disab_M_TotDisab",3682,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","Total","Disab_M_TotDisab",1172,"M"
"Ghaziabad","UTTAR PRADESH","Total","In-Seeing","Disab_M_TotDisab",9459,"M"
"Ghaziabad","UTTAR PRADESH","0-14","In-Seeing","Disab_M_TotDisab",2665,"M"
"Ghaziabad","UTTAR PRADESH","15-59","In-Seeing","Disab_M_TotDisab",5801,"M"
"Ghaziabad","UTTAR PRADESH","60+","In-Seeing","Disab_M_TotDisab",801,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","In-Seeing","Disab_M_TotDisab",192,"M"
"Ghaziabad","UTTAR PRADESH","Total","In-Hearing","Disab_M_TotDisab",15785,"M"
"Ghaziabad","UTTAR PRADESH","0-14","In-Hearing","Disab_M_TotDisab",4514,"M"
"Ghaziabad","UTTAR PRADESH","15-59","In-Hearing","Disab_M_TotDisab",9722,"M"
"Ghaziabad","UTTAR PRADESH","60+","In-Hearing","Disab_M_TotDisab",1108,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","In-Hearing","Disab_M_TotDisab",441,"M"
"Ghaziabad","UTTAR PRADESH","Total","In-Speech","Disab_M_TotDisab",2094,"M"
"Ghaziabad","UTTAR PRADESH","0-14","In-Speech","Disab_M_TotDisab",469,"M"
"Ghaziabad","UTTAR PRADESH","15-59","In-Speech","Disab_M_TotDisab",1413,"M"
"Ghaziabad","UTTAR PRADESH","60+","In-Speech","Disab_M_TotDisab",175,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","In-Speech","Disab_M_TotDisab",37,"M"
"Ghaziabad","UTTAR PRADESH","Total","In-Movement","Disab_M_TotDisab",3257,"M"
"Ghaziabad","UTTAR PRADESH","0-14","In-Movement","Disab_M_TotDisab",460,"M"
"Ghaziabad","UTTAR PRADESH","15-59","In-Movement","Disab_M_TotDisab",2279,"M"
"Ghaziabad","UTTAR PRADESH","60+","In-Movement","Disab_M_TotDisab",444,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","In-Movement","Disab_M_TotDisab",74,"M"
"Ghaziabad","UTTAR PRADESH","Total","Mental-Retardation","Disab_M_TotDisab",1229,"M"
"Ghaziabad","UTTAR PRADESH","0-14","Mental-Retardation","Disab_M_TotDisab",335,"M"
"Ghaziabad","UTTAR PRADESH","15-59","Mental-Retardation","Disab_M_TotDisab",793,"M"
"Ghaziabad","UTTAR PRADESH","60+","Mental-Retardation","Disab_M_TotDisab",72,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","Mental-Retardation","Disab_M_TotDisab",29,"M"
"Ghaziabad","UTTAR PRADESH","Total","Mental-Illness","Disab_M_TotDisab",492,"M"
"Ghaziabad","UTTAR PRADESH","0-14","Mental-Illness","Disab_M_TotDisab",101,"M"
"Ghaziabad","UTTAR PRADESH","15-59","Mental-Illness","Disab_M_TotDisab",351,"M"
"Ghaziabad","UTTAR PRADESH","60+","Mental-Illness","Disab_M_TotDisab",29,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","Mental-Illness","Disab_M_TotDisab",11,"M"
"Ghaziabad","UTTAR PRADESH","Total","Any-Other","Disab_M_TotDisab",11962,"M"
"Ghaziabad","UTTAR PRADESH","0-14","Any-Other","Disab_M_TotDisab",3370,"M"
"Ghaziabad","UTTAR PRADESH","15-59","Any-Other","Disab_M_TotDisab",7388,"M"
"Ghaziabad","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",850,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",354,"M"
"Ghaziabad","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",1408,"M"
"Ghaziabad","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",404,"M"
"Ghaziabad","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",767,"M"
"Ghaziabad","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",203,"M"
"Ghaziabad","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",34,"M"
"Agra","UTTAR PRADESH","Total","Total","Disab_M_TotDisab",29751,"M"
"Agra","UTTAR PRADESH","0-14","Total","Disab_M_TotDisab",7809,"M"
"Agra","UTTAR PRADESH","15-59","Total","Disab_M_TotDisab",18911,"M"
"Agra","UTTAR PRADESH","60+","Total","Disab_M_TotDisab",2928,"M"
"Agra","UTTAR PRADESH","Age not stated","Total","Disab_M_TotDisab",103,"M"
"Agra","UTTAR PRADESH","Total","In-Seeing","Disab_M_TotDisab",6732,"M"
"Agra","UTTAR PRADESH","0-14","In-Seeing","Disab_M_TotDisab",1983,"M"
"Agra","UTTAR PRADESH","15-59","In-Seeing","Disab_M_TotDisab",4020,"M"
"Agra","UTTAR PRADESH","60+","In-Seeing","Disab_M_TotDisab",703,"M"
"Agra","UTTAR PRADESH","Age not stated","In-Seeing","Disab_M_TotDisab",26,"M"
"Agra","UTTAR PRADESH","Total","In-Hearing","Disab_M_TotDisab",10375,"M"
"Agra","UTTAR PRADESH","0-14","In-Hearing","Disab_M_TotDisab",2891,"M"
"Agra","UTTAR PRADESH","15-59","In-Hearing","Disab_M_TotDisab",6562,"M"
"Agra","UTTAR PRADESH","60+","In-Hearing","Disab_M_TotDisab",876,"M"
"Agra","UTTAR PRADESH","Age not stated","In-Hearing","Disab_M_TotDisab",46,"M"
"Agra","UTTAR PRADESH","Total","In-Speech","Disab_M_TotDisab",1741,"M"
"Agra","UTTAR PRADESH","0-14","In-Speech","Disab_M_TotDisab",383,"M"
"Agra","UTTAR PRADESH","15-59","In-Speech","Disab_M_TotDisab",1203,"M"
"Agra","UTTAR PRADESH","60+","In-Speech","Disab_M_TotDisab",154,"M"
"Agra","UTTAR PRADESH","Age not stated","In-Speech","Disab_M_TotDisab",1,"M"
"Agra","UTTAR PRADESH","Total","In-Movement","Disab_M_TotDisab",2344,"M"
"Agra","UTTAR PRADESH","0-14","In-Movement","Disab_M_TotDisab",355,"M"
"Agra","UTTAR PRADESH","15-59","In-Movement","Disab_M_TotDisab",1601,"M"
"Agra","UTTAR PRADESH","60+","In-Movement","Disab_M_TotDisab",388,"M"
"Agra","UTTAR PRADESH","Age not stated","In-Movement","Disab_M_TotDisab",0,"M"
"Agra","UTTAR PRADESH","Total","Mental-Retardation","Disab_M_TotDisab",873,"M"
"Agra","UTTAR PRADESH","0-14","Mental-Retardation","Disab_M_TotDisab",230,"M"
"Agra","UTTAR PRADESH","15-59","Mental-Retardation","Disab_M_TotDisab",594,"M"
"Agra","UTTAR PRADESH","60+","Mental-Retardation","Disab_M_TotDisab",48,"M"
"Agra","UTTAR PRADESH","Age not stated","Mental-Retardation","Disab_M_TotDisab",1,"M"
"Agra","UTTAR PRADESH","Total","Mental-Illness","Disab_M_TotDisab",330,"M"
"Agra","UTTAR PRADESH","0-14","Mental-Illness","Disab_M_TotDisab",41,"M"
"Agra","UTTAR PRADESH","15-59","Mental-Illness","Disab_M_TotDisab",247,"M"
"Agra","UTTAR PRADESH","60+","Mental-Illness","Disab_M_TotDisab",41,"M"
"Agra","UTTAR PRADESH","Age not stated","Mental-Illness","Disab_M_TotDisab",1,"M"
"Agra","UTTAR PRADESH","Total","Any-Other","Disab_M_TotDisab",6645,"M"
"Agra","UTTAR PRADESH","0-14","Any-Other","Disab_M_TotDisab",1756,"M"
"Agra","UTTAR PRADESH","15-59","Any-Other","Disab_M_TotDisab",4277,"M"
"Agra","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",584,"M"
"Agra","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",28,"M"
"Agra","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",711,"M"
"Agra","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",170,"M"
"Agra","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",407,"M"
"Agra","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",134,"M"
"Agra","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",0,"M"
"Lucknow","UTTAR PRADESH","Total","Total","Disab_M_TotDisab",42716,"M"
"Lucknow","UTTAR PRADESH","0-14","Total","Disab_M_TotDisab",8704,"M"
"Lucknow","UTTAR PRADESH","15-59","Total","Disab_M_TotDisab",28278,"M"
"Lucknow","UTTAR PRADESH","60+","Total","Disab_M_TotDisab",5078,"M"
"Lucknow","UTTAR PRADESH","Age not stated","Total","Disab_M_TotDisab",656,"M"
"Lucknow","UTTAR PRADESH","Total","In-Seeing","Disab_M_TotDisab",10372,"M"
"Lucknow","UTTAR PRADESH","0-14","In-Seeing","Disab_M_TotDisab",2332,"M"
"Lucknow","UTTAR PRADESH","15-59","In-Seeing","Disab_M_TotDisab",6679,"M"
"Lucknow","UTTAR PRADESH","60+","In-Seeing","Disab_M_TotDisab",1210,"M"
"Lucknow","UTTAR PRADESH","Age not stated","In-Seeing","Disab_M_TotDisab",151,"M"
"Lucknow","UTTAR PRADESH","Total","In-Hearing","Disab_M_TotDisab",11105,"M"
"Lucknow","UTTAR PRADESH","0-14","In-Hearing","Disab_M_TotDisab",2525,"M"
"Lucknow","UTTAR PRADESH","15-59","In-Hearing","Disab_M_TotDisab",7254,"M"
"Lucknow","UTTAR PRADESH","60+","In-Hearing","Disab_M_TotDisab",1138,"M"
"Lucknow","UTTAR PRADESH","Age not stated","In-Hearing","Disab_M_TotDisab",188,"M"
"Lucknow","UTTAR PRADESH","Total","In-Speech","Disab_M_TotDisab",3080,"M"
"Lucknow","UTTAR PRADESH","0-14","In-Speech","Disab_M_TotDisab",556,"M"
"Lucknow","UTTAR PRADESH","15-59","In-Speech","Disab_M_TotDisab",2152,"M"
"Lucknow","UTTAR PRADESH","60+","In-Speech","Disab_M_TotDisab",343,"M"
"Lucknow","UTTAR PRADESH","Age not stated","In-Speech","Disab_M_TotDisab",29,"M"
"Lucknow","UTTAR PRADESH","Total","In-Movement","Disab_M_TotDisab",4834,"M"
"Lucknow","UTTAR PRADESH","0-14","In-Movement","Disab_M_TotDisab",498,"M"
"Lucknow","UTTAR PRADESH","15-59","In-Movement","Disab_M_TotDisab",3272,"M"
"Lucknow","UTTAR PRADESH","60+","In-Movement","Disab_M_TotDisab",1002,"M"
"Lucknow","UTTAR PRADESH","Age not stated","In-Movement","Disab_M_TotDisab",62,"M"
"Lucknow","UTTAR PRADESH","Total","Mental-Retardation","Disab_M_TotDisab",1818,"M"
"Lucknow","UTTAR PRADESH","0-14","Mental-Retardation","Disab_M_TotDisab",328,"M"
"Lucknow","UTTAR PRADESH","15-59","Mental-Retardation","Disab_M_TotDisab",1345,"M"
"Lucknow","UTTAR PRADESH","60+","Mental-Retardation","Disab_M_TotDisab",118,"M"
"Lucknow","UTTAR PRADESH","Age not stated","Mental-Retardation","Disab_M_TotDisab",27,"M"
"Lucknow","UTTAR PRADESH","Total","Mental-Illness","Disab_M_TotDisab",932,"M"
"Lucknow","UTTAR PRADESH","0-14","Mental-Illness","Disab_M_TotDisab",107,"M"
"Lucknow","UTTAR PRADESH","15-59","Mental-Illness","Disab_M_TotDisab",738,"M"
"Lucknow","UTTAR PRADESH","60+","Mental-Illness","Disab_M_TotDisab",78,"M"
"Lucknow","UTTAR PRADESH","Age not stated","Mental-Illness","Disab_M_TotDisab",9,"M"
"Lucknow","UTTAR PRADESH","Total","Any-Other","Disab_M_TotDisab",9042,"M"
"Lucknow","UTTAR PRADESH","0-14","Any-Other","Disab_M_TotDisab",2060,"M"
"Lucknow","UTTAR PRADESH","15-59","Any-Other","Disab_M_TotDisab",5902,"M"
"Lucknow","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",908,"M"
"Lucknow","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",172,"M"
"Lucknow","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",1533,"M"
"Lucknow","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",298,"M"
"Lucknow","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",936,"M"
"Lucknow","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",281,"M"
"Lucknow","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",18,"M"
"Kanpur","UTTAR PRADESH","Total","Total","Disab_M_TotDisab",48112,"M"
"Kanpur","UTTAR PRADESH","0-14","Total","Disab_M_TotDisab",8297,"M"
"Kanpur","UTTAR PRADESH","15-59","Total","Disab_M_TotDisab",33147,"M"
"Kanpur","UTTAR PRADESH","60+","Total","Disab_M_TotDisab",6494,"M"
"Kanpur","UTTAR PRADESH","Age not stated","Total","Disab_M_TotDisab",174,"M"
"Kanpur","UTTAR PRADESH","Total","In-Seeing","Disab_M_TotDisab",10578,"M"
"Kanpur","UTTAR PRADESH","0-14","In-Seeing","Disab_M_TotDisab",2237,"M"
"Kanpur","UTTAR PRADESH","15-59","In-Seeing","Disab_M_TotDisab",6641,"M"
"Kanpur","UTTAR PRADESH","60+","In-Seeing","Disab_M_TotDisab",1665,"M"
"Kanpur","UTTAR PRADESH","Age not stated","In-Seeing","Disab_M_TotDisab",35,"M"
"Kanpur","UTTAR PRADESH","Total","In-Hearing","Disab_M_TotDisab",12932,"M"
"Kanpur","UTTAR PRADESH","0-14","In-Hearing","Disab_M_TotDisab",2279,"M"
"Kanpur","UTTAR PRADESH","15-59","In-Hearing","Disab_M_TotDisab",9204,"M"
"Kanpur","UTTAR PRADESH","60+","In-Hearing","Disab_M_TotDisab",1399,"M"
"Kanpur","UTTAR PRADESH","Age not stated","In-Hearing","Disab_M_TotDisab",50,"M"
"Kanpur","UTTAR PRADESH","Total","In-Speech","Disab_M_TotDisab",1839,"M"
"Kanpur","UTTAR PRADESH","0-14","In-Speech","Disab_M_TotDisab",343,"M"
"Kanpur","UTTAR PRADESH","15-59","In-Speech","Disab_M_TotDisab",1282,"M"
"Kanpur","UTTAR PRADESH","60+","In-Speech","Disab_M_TotDisab",202,"M"
"Kanpur","UTTAR PRADESH","Age not stated","In-Speech","Disab_M_TotDisab",12,"M"
"Kanpur","UTTAR PRADESH","Total","In-Movement","Disab_M_TotDisab",7169,"M"
"Kanpur","UTTAR PRADESH","0-14","In-Movement","Disab_M_TotDisab",522,"M"
"Kanpur","UTTAR PRADESH","15-59","In-Movement","Disab_M_TotDisab",5154,"M"
"Kanpur","UTTAR PRADESH","60+","In-Movement","Disab_M_TotDisab",1480,"M"
"Kanpur","UTTAR PRADESH","Age not stated","In-Movement","Disab_M_TotDisab",13,"M"
"Kanpur","UTTAR PRADESH","Total","Mental-Retardation","Disab_M_TotDisab",2082,"M"
"Kanpur","UTTAR PRADESH","0-14","Mental-Retardation","Disab_M_TotDisab",369,"M"
"Kanpur","UTTAR PRADESH","15-59","Mental-Retardation","Disab_M_TotDisab",1593,"M"
"Kanpur","UTTAR PRADESH","60+","Mental-Retardation","Disab_M_TotDisab",117,"M"
"Kanpur","UTTAR PRADESH","Age not stated","Mental-Retardation","Disab_M_TotDisab",3,"M"
"Kanpur","UTTAR PRADESH","Total","Mental-Illness","Disab_M_TotDisab",985,"M"
"Kanpur","UTTAR PRADESH","0-14","Mental-Illness","Disab_M_TotDisab",117,"M"
"Kanpur","UTTAR PRADESH","15-59","Mental-Illness","Disab_M_TotDisab",799,"M"
"Kanpur","UTTAR PRADESH","60+","Mental-Illness","Disab_M_TotDisab",69,"M"
"Kanpur","UTTAR PRADESH","Age not stated","Mental-Illness","Disab_M_TotDisab",0,"M"
"Kanpur","UTTAR PRADESH","Total","Any-Other","Disab_M_TotDisab",10493,"M"
"Kanpur","UTTAR PRADESH","0-14","Any-Other","Disab_M_TotDisab",2077,"M"
"Kanpur","UTTAR PRADESH","15-59","Any-Other","Disab_M_TotDisab",7224,"M"
"Kanpur","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",1136,"M"
"Kanpur","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",56,"M"
"Kanpur","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",2034,"M"
"Kanpur","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",353,"M"
"Kanpur","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",1250,"M"
"Kanpur","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",426,"M"
"Kanpur","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",5,"M"
"Allahabad","UTTAR PRADESH","Total","Total","Disab_M_TotDisab",21377,"M"
"Allahabad","UTTAR PRADESH","0-14","Total","Disab_M_TotDisab",4516,"M"
"Allahabad","UTTAR PRADESH","15-59","Total","Disab_M_TotDisab",14506,"M"
"Allahabad","UTTAR PRADESH","60+","Total","Disab_M_TotDisab",2242,"M"
"Allahabad","UTTAR PRADESH","Age not stated","Total","Disab_M_TotDisab",113,"M"
"Allahabad","UTTAR PRADESH","Total","In-Seeing","Disab_M_TotDisab",3775,"M"
"Allahabad","UTTAR PRADESH","0-14","In-Seeing","Disab_M_TotDisab",895,"M"
"Allahabad","UTTAR PRADESH","15-59","In-Seeing","Disab_M_TotDisab",2490,"M"
"Allahabad","UTTAR PRADESH","60+","In-Seeing","Disab_M_TotDisab",379,"M"
"Allahabad","UTTAR PRADESH","Age not stated","In-Seeing","Disab_M_TotDisab",11,"M"
"Allahabad","UTTAR PRADESH","Total","In-Hearing","Disab_M_TotDisab",7018,"M"
"Allahabad","UTTAR PRADESH","0-14","In-Hearing","Disab_M_TotDisab",1603,"M"
"Allahabad","UTTAR PRADESH","15-59","In-Hearing","Disab_M_TotDisab",4726,"M"
"Allahabad","UTTAR PRADESH","60+","In-Hearing","Disab_M_TotDisab",652,"M"
"Allahabad","UTTAR PRADESH","Age not stated","In-Hearing","Disab_M_TotDisab",37,"M"
"Allahabad","UTTAR PRADESH","Total","In-Speech","Disab_M_TotDisab",1032,"M"
"Allahabad","UTTAR PRADESH","0-14","In-Speech","Disab_M_TotDisab",161,"M"
"Allahabad","UTTAR PRADESH","15-59","In-Speech","Disab_M_TotDisab",752,"M"
"Allahabad","UTTAR PRADESH","60+","In-Speech","Disab_M_TotDisab",112,"M"
"Allahabad","UTTAR PRADESH","Age not stated","In-Speech","Disab_M_TotDisab",7,"M"
"Allahabad","UTTAR PRADESH","Total","In-Movement","Disab_M_TotDisab",1582,"M"
"Allahabad","UTTAR PRADESH","0-14","In-Movement","Disab_M_TotDisab",165,"M"
"Allahabad","UTTAR PRADESH","15-59","In-Movement","Disab_M_TotDisab",1070,"M"
"Allahabad","UTTAR PRADESH","60+","In-Movement","Disab_M_TotDisab",343,"M"
"Allahabad","UTTAR PRADESH","Age not stated","In-Movement","Disab_M_TotDisab",4,"M"
"Allahabad","UTTAR PRADESH","Total","Mental-Retardation","Disab_M_TotDisab",741,"M"
"Allahabad","UTTAR PRADESH","0-14","Mental-Retardation","Disab_M_TotDisab",157,"M"
"Allahabad","UTTAR PRADESH","15-59","Mental-Retardation","Disab_M_TotDisab",534,"M"
"Allahabad","UTTAR PRADESH","60+","Mental-Retardation","Disab_M_TotDisab",49,"M"
"Allahabad","UTTAR PRADESH","Age not stated","Mental-Retardation","Disab_M_TotDisab",1,"M"
"Allahabad","UTTAR PRADESH","Total","Mental-Illness","Disab_M_TotDisab",325,"M"
"Allahabad","UTTAR PRADESH","0-14","Mental-Illness","Disab_M_TotDisab",38,"M"
"Allahabad","UTTAR PRADESH","15-59","Mental-Illness","Disab_M_TotDisab",265,"M"
"Allahabad","UTTAR PRADESH","60+","Mental-Illness","Disab_M_TotDisab",21,"M"
"Allahabad","UTTAR PRADESH","Age not stated","Mental-Illness","Disab_M_TotDisab",1,"M"
"Allahabad","UTTAR PRADESH","Total","Any-Other","Disab_M_TotDisab",6101,"M"
"Allahabad","UTTAR PRADESH","0-14","Any-Other","Disab_M_TotDisab",1342,"M"
"Allahabad","UTTAR PRADESH","15-59","Any-Other","Disab_M_TotDisab",4149,"M"
"Allahabad","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",567,"M"
"Allahabad","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",43,"M"
"Allahabad","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",803,"M"
"Allahabad","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",155,"M"
"Allahabad","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",520,"M"
"Allahabad","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",119,"M"
"Allahabad","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",9,"M"
"Varanasi","UTTAR PRADESH","Total","Total","Disab_M_TotDisab",22087,"M"
"Varanasi","UTTAR PRADESH","0-14","Total","Disab_M_TotDisab",5412,"M"
"Varanasi","UTTAR PRADESH","15-59","Total","Disab_M_TotDisab",13925,"M"
"Varanasi","UTTAR PRADESH","60+","Total","Disab_M_TotDisab",2524,"M"
"Varanasi","UTTAR PRADESH","Age not stated","Total","Disab_M_TotDisab",226,"M"
"Varanasi","UTTAR PRADESH","Total","In-Seeing","Disab_M_TotDisab",5528,"M"
"Varanasi","UTTAR PRADESH","0-14","In-Seeing","Disab_M_TotDisab",1554,"M"
"Varanasi","UTTAR PRADESH","15-59","In-Seeing","Disab_M_TotDisab",3398,"M"
"Varanasi","UTTAR PRADESH","60+","In-Seeing","Disab_M_TotDisab",534,"M"
"Varanasi","UTTAR PRADESH","Age not stated","In-Seeing","Disab_M_TotDisab",42,"M"
"Varanasi","UTTAR PRADESH","Total","In-Hearing","Disab_M_TotDisab",5690,"M"
"Varanasi","UTTAR PRADESH","0-14","In-Hearing","Disab_M_TotDisab",1497,"M"
"Varanasi","UTTAR PRADESH","15-59","In-Hearing","Disab_M_TotDisab",3507,"M"
"Varanasi","UTTAR PRADESH","60+","In-Hearing","Disab_M_TotDisab",632,"M"
"Varanasi","UTTAR PRADESH","Age not stated","In-Hearing","Disab_M_TotDisab",54,"M"
"Varanasi","UTTAR PRADESH","Total","In-Speech","Disab_M_TotDisab",1700,"M"
"Varanasi","UTTAR PRADESH","0-14","In-Speech","Disab_M_TotDisab",416,"M"
"Varanasi","UTTAR PRADESH","15-59","In-Speech","Disab_M_TotDisab",1100,"M"
"Varanasi","UTTAR PRADESH","60+","In-Speech","Disab_M_TotDisab",175,"M"
"Varanasi","UTTAR PRADESH","Age not stated","In-Speech","Disab_M_TotDisab",9,"M"
"Varanasi","UTTAR PRADESH","Total","In-Movement","Disab_M_TotDisab",2352,"M"
"Varanasi","UTTAR PRADESH","0-14","In-Movement","Disab_M_TotDisab",313,"M"
"Varanasi","UTTAR PRADESH","15-59","In-Movement","Disab_M_TotDisab",1563,"M"
"Varanasi","UTTAR PRADESH","60+","In-Movement","Disab_M_TotDisab",454,"M"
"Varanasi","UTTAR PRADESH","Age not stated","In-Movement","Disab_M_TotDisab",22,"M"
"Varanasi","UTTAR PRADESH","Total","Mental-Retardation","Disab_M_TotDisab",1080,"M"
"Varanasi","UTTAR PRADESH","0-14","Mental-Retardation","Disab_M_TotDisab",241,"M"
"Varanasi","UTTAR PRADESH","15-59","Mental-Retardation","Disab_M_TotDisab",755,"M"
"Varanasi","UTTAR PRADESH","60+","Mental-Retardation","Disab_M_TotDisab",76,"M"
"Varanasi","UTTAR PRADESH","Age not stated","Mental-Retardation","Disab_M_TotDisab",8,"M"
"Varanasi","UTTAR PRADESH","Total","Mental-Illness","Disab_M_TotDisab",503,"M"
"Varanasi","UTTAR PRADESH","0-14","Mental-Illness","Disab_M_TotDisab",58,"M"
"Varanasi","UTTAR PRADESH","15-59","Mental-Illness","Disab_M_TotDisab",386,"M"
"Varanasi","UTTAR PRADESH","60+","Mental-Illness","Disab_M_TotDisab",48,"M"
"Varanasi","UTTAR PRADESH","Age not stated","Mental-Illness","Disab_M_TotDisab",11,"M"
"Varanasi","UTTAR PRADESH","Total","Any-Other","Disab_M_TotDisab",4418,"M"
"Varanasi","UTTAR PRADESH","0-14","Any-Other","Disab_M_TotDisab",1139,"M"
"Varanasi","UTTAR PRADESH","15-59","Any-Other","Disab_M_TotDisab",2747,"M"
"Varanasi","UTTAR PRADESH","60+","Any-Other","Disab_M_TotDisab",463,"M"
"Varanasi","UTTAR PRADESH","Age not stated","Any-Other","Disab_M_TotDisab",69,"M"
"Varanasi","UTTAR PRADESH","Total","Multiple-Disability","Disab_M_TotDisab",816,"M"
"Varanasi","UTTAR PRADESH","0-14","Multiple-Disability","Disab_M_TotDisab",194,"M"
"Varanasi","UTTAR PRADESH","15-59","Multiple-Disability","Disab_M_TotDisab",469,"M"
"Varanasi","UTTAR PRADESH","60+","Multiple-Disability","Disab_M_TotDisab",142,"M"
"Varanasi","UTTAR PRADESH","Age not stated","Multiple-Disability","Disab_M_TotDisab",11,"M"
"Patna","BIHAR","Total","Total","Disab_M_TotDisab",38442,"M"
"Patna","BIHAR","0-14","Total","Disab_M_TotDisab",9499,"M"
"Patna","BIHAR","15-59","Total","Disab_M_TotDisab",24595,"M"
"Patna","BIHAR","60+","Total","Disab_M_TotDisab",4145,"M"
"Patna","BIHAR","Age not stated","Total","Disab_M_TotDisab",203,"M"
"Patna","BIHAR","Total","In-Seeing","Disab_M_TotDisab",10477,"M"
"Patna","BIHAR","0-14","In-Seeing","Disab_M_TotDisab",2896,"M"
"Patna","BIHAR","15-59","In-Seeing","Disab_M_TotDisab",6402,"M"
"Patna","BIHAR","60+","In-Seeing","Disab_M_TotDisab",1146,"M"
"Patna","BIHAR","Age not stated","In-Seeing","Disab_M_TotDisab",33,"M"
"Patna","BIHAR","Total","In-Hearing","Disab_M_TotDisab",10833,"M"
"Patna","BIHAR","0-14","In-Hearing","Disab_M_TotDisab",2760,"M"
"Patna","BIHAR","15-59","In-Hearing","Disab_M_TotDisab",6838,"M"
"Patna","BIHAR","60+","In-Hearing","Disab_M_TotDisab",1159,"M"
"Patna","BIHAR","Age not stated","In-Hearing","Disab_M_TotDisab",76,"M"
"Patna","BIHAR","Total","In-Speech","Disab_M_TotDisab",2415,"M"
"Patna","BIHAR","0-14","In-Speech","Disab_M_TotDisab",575,"M"
"Patna","BIHAR","15-59","In-Speech","Disab_M_TotDisab",1612,"M"
"Patna","BIHAR","60+","In-Speech","Disab_M_TotDisab",222,"M"
"Patna","BIHAR","Age not stated","In-Speech","Disab_M_TotDisab",6,"M"
"Patna","BIHAR","Total","In-Movement","Disab_M_TotDisab",4126,"M"
"Patna","BIHAR","0-14","In-Movement","Disab_M_TotDisab",601,"M"
