"State","sex","Urban_Rural","Disablity_Type","dis_ill_lit","ill_lit"
"KARNATAKA","M","Total","In Movement",0.271101268559475,0.273138492153028
"KARNATAKA","M","Total","Any Other",0.287002457187084,0.273138492153028
"KARNATAKA","M","Total","Mental Illness",0.398965644625046,0.273138492153028
"KARNATAKA","M","Total","Mental Retardation",0.520009696773803,0.273138492153028
"KARNATAKA","M","Total","Multiple disability",0.558668875603256,0.273138492153028
"KARNATAKA","M","Urban","Total disabled population",0.24778407591103,0.201230209125749
"KARNATAKA","M","Urban","In Speech",0.324653636813459,0.201230209125749
"KARNATAKA","M","Urban","In Hearing",0.202157629590349,0.201230209125749
"KARNATAKA","M","Urban","In Seeing",0.209442631066009,0.201230209125749
"KARNATAKA","M","Urban","In Movement",0.204314558979809,0.201230209125749
"KARNATAKA","M","Urban","Any Other",0.211570164519059,0.201230209125749
"KARNATAKA","M","Urban","Mental Illness",0.382082324455206,0.201230209125749
"KARNATAKA","M","Urban","Mental Retardation",0.452089240811086,0.201230209125749
"KARNATAKA","M","Urban","Multiple disability",0.466406787434075,0.201230209125749
"KARNATAKA","P","Rural","Total disabled population",0.482005666751609,0.395527676165056
"KARNATAKA","P","Rural","Mental Illness",0.517429111531191,0.395527676165056
"KARNATAKA","P","Rural","Mental Retardation",0.612084714798024,0.395527676165056
"KARNATAKA","P","Rural","In Seeing",0.546422294752699,0.395527676165056
"KARNATAKA","P","Rural","Any Other",0.425282764844692,0.395527676165056
"KARNATAKA","P","Rural","In Speech",0.524005079742055,0.395527676165056
"KARNATAKA","P","Rural","In Hearing",0.46787869719188,0.395527676165056
"KARNATAKA","P","Rural","Multiple disability",0.659361048298255,0.395527676165056
"KARNATAKA","P","Rural","In Movement",0.366852182792954,0.395527676165056
"KARNATAKA","P","Total","Total disabled population",0.405465165891988,0.334689837091716
"KARNATAKA","P","Total","Mental Illness",0.487113278821786,0.334689837091716
"KARNATAKA","P","Total","Mental Retardation",0.560165577712984,0.334689837091716
"KARNATAKA","P","Total","In Seeing",0.41182950372866,0.334689837091716
"KARNATAKA","P","Total","Any Other",0.345544157165381,0.334689837091716
"KARNATAKA","P","Total","In Speech",0.46833294762015,0.334689837091716
"KARNATAKA","P","Total","In Hearing",0.361935754865481,0.334689837091716
"KARNATAKA","P","Total","Multiple disability",0.611740473738414,0.334689837091716
"KARNATAKA","P","Total","In Movement",0.334805244464707,0.334689837091716
"KARNATAKA","P","Urban","Total disabled population",0.291312879695811,0.238204734266482
"KARNATAKA","P","Urban","Mental Illness",0.434963579604579,0.238204734266482
"KARNATAKA","P","Urban","Mental Retardation",0.472115439784268,0.238204734266482
"KARNATAKA","P","Urban","In Seeing",0.261443513805955,0.238204734266482
"KARNATAKA","P","Urban","Any Other",0.248901719593322,0.238204734266482
"KARNATAKA","P","Urban","In Speech",0.356217616580311,0.238204734266482
"KARNATAKA","P","Urban","In Hearing",0.251497005988024,0.238204734266482
"KARNATAKA","P","Urban","Multiple disability",0.505850120870266,0.238204734266482
"KARNATAKA","P","Urban","In Movement",0.252364314611464,0.238204734266482
"KERALA","F","Rural","In Movement",0.28007727729847,0.181637017257156
"KERALA","F","Rural","Total disabled population",0.362986696664875,0.181637017257156
"KERALA","F","Rural","Mental Illness",0.318533340544048,0.181637017257156
"KERALA","F","Rural","Mental Retardation",0.64343757695149,0.181637017257156
"KERALA","F","Rural","In Seeing",0.339580778887137,0.181637017257156
"KERALA","F","Rural","Any Other",0.24652654079088,0.181637017257156
"KERALA","F","Rural","In Speech",0.295315087172494,0.181637017257156
"KERALA","F","Rural","In Hearing",0.307152461220608,0.181637017257156
"KERALA","F","Rural","Multiple disability",0.573447293447293,0.181637017257156
"KERALA","F","Total","In Movement",0.262991970142502,0.169617787895941
"KERALA","F","Total","Total disabled population",0.345563100423003,0.169617787895941
"KERALA","F","Total","Mental Illness",0.315143824027073,0.169617787895941
"KERALA","F","Total","Mental Retardation",0.629672703106828,0.169617787895941
"KERALA","F","Total","In Seeing",0.313668880120617,0.169617787895941
"KERALA","F","Total","Any Other",0.231724315398966,0.169617787895941
"KERALA","F","Total","In Speech",0.284543017816787,0.169617787895941
"KERALA","F","Total","In Hearing",0.280469281935788,0.169617787895941
"KERALA","F","Total","Multiple disability",0.564319248826291,0.169617787895941
"KERALA","F","Urban","In Movement",0.24339908952959,0.156518111570971
"KERALA","F","Urban","Total disabled population",0.324913400073803,0.156518111570971
"KERALA","F","Urban","Mental Illness",0.310852447791852,0.156518111570971
"KERALA","F","Urban","Mental Retardation",0.613529709046278,0.156518111570971
"KERALA","F","Urban","In Seeing",0.282073188096255,0.156518111570971
"KERALA","F","Urban","Any Other",0.214225549836219,0.156518111570971
"KERALA","F","Urban","In Speech",0.271917808219178,0.156518111570971
"KERALA","F","Urban","In Hearing",0.250093332337788,0.156518111570971
"KERALA","F","Urban","Multiple disability",0.553194444444444,0.156518111570971
"KERALA","M","Rural","Total disabled population",0.253480848381475,0.151714534659268
"KERALA","M","Rural","In Speech",0.257112578462542,0.151714534659268
"KERALA","M","Rural","In Hearing",0.189834875278136,0.151714534659268
"KERALA","M","Rural","In Seeing",0.181238209569542,0.151714534659268
"KERALA","M","Rural","In Movement",0.14582695321648,0.151714534659268
"KERALA","M","Rural","Any Other",0.175649734199646,0.151714534659268
"KERALA","M","Rural","Mental Illness",0.202682012565334,0.151714534659268
"KERALA","M","Rural","Mental Retardation",0.587498679065835,0.151714534659268
"KERALA","M","Rural","Multiple disability",0.480652812688073,0.151714534659268
"KERALA","M","Total","Total disabled population",0.24238547171819,0.144908547930258
"KERALA","M","Total","In Speech",0.247636542855863,0.144908547930258
"KERALA","M","Total","In Hearing",0.173082121987231,0.144908547930258
"KERALA","M","Total","In Seeing",0.160964508059511,0.144908547930258
"KERALA","M","Total","In Movement",0.131950363748092,0.144908547930258
"KERALA","M","Total","Any Other",0.166208735706493,0.144908547930258
"KERALA","M","Total","Mental Illness",0.194949584553062,0.144908547930258
"KERALA","M","Total","Mental Retardation",0.58187791318021,0.144908547930258
"KERALA","M","Total","Multiple disability",0.475695797926249,0.144908547930258
"KERALA","M","Urban","Total disabled population",0.229008572035272,0.137398058996572
"KERALA","M","Urban","In Speech",0.236072423398329,0.137398058996572
"KERALA","M","Urban","In Hearing",0.153983088562528,0.137398058996572
"KERALA","M","Urban","In Seeing",0.136348492420456,0.137398058996572
"KERALA","M","Urban","In Movement",0.114976973756693,0.137398058996572
"KERALA","M","Urban","Any Other",0.154796965640339,0.137398058996572
"KERALA","M","Urban","Mental Illness",0.185105524936147,0.137398058996572
"KERALA","M","Urban","Mental Retardation",0.575503355704698,0.137398058996572
"KERALA","M","Urban","Multiple disability",0.469624040588006,0.137398058996572
"KERALA","P","Rural","Total disabled population",0.306039168424224,0.167236702137554
"KERALA","P","Rural","Mental Illness",0.25991130583458,0.167236702137554
"KERALA","P","Rural","Mental Retardation",0.613335228888257,0.167236702137554
"KERALA","P","Rural","In Seeing",0.266776009714709,0.167236702137554
"KERALA","P","Rural","Any Other",0.209852724876316,0.167236702137554
"KERALA","P","Rural","In Speech",0.274518505369664,0.167236702137554
"KERALA","P","Rural","In Hearing",0.253591160220994,0.167236702137554
"KERALA","P","Rural","Multiple disability",0.525415964230741,0.167236702137554
"KERALA","P","Rural","In Movement",0.20019936332358,0.167236702137554
"KERALA","P","Total","Total disabled population",0.29210742895846,0.157762898175873
"KERALA","P","Total","Mental Illness",0.254397369797504,0.157762898175873
"KERALA","P","Total","Mental Retardation",0.603768129175608,0.157762898175873
"KERALA","P","Total","In Seeing",0.243383861556708,0.157762898175873
"KERALA","P","Total","Any Other",0.197990242481614,0.157762898175873
"KERALA","P","Total","In Speech",0.264620519518212,0.157762898175873
"KERALA","P","Total","In Hearing",0.231459863713152,0.157762898175873
"KERALA","P","Total","Multiple disability",0.518496871000574,0.157762898175873
"KERALA","P","Total","In Movement",0.185958165821826,0.157762898175873
"KERALA","P","Urban","Total disabled population",0.275449032763828,0.147375770681332
"KERALA","P","Urban","Mental Illness",0.247396804938439,0.147375770681332
"KERALA","P","Urban","Mental Retardation",0.592750253773863,0.147375770681332
"KERALA","P","Urban","In Seeing",0.214916321203746,0.147375770681332
"KERALA","P","Urban","Any Other",0.18380539058931,0.147375770681332
"KERALA","P","Urban","In Speech",0.252764193068254,0.147375770681332
"KERALA","P","Urban","In Hearing",0.206248984895241,0.147375770681332
"KERALA","P","Urban","Multiple disability",0.510042318801639,0.147375770681332
"KERALA","P","Urban","In Movement",0.16899646381474,0.147375770681332
"LAKSHADWEEP","F","Rural","In Movement",0.428571428571429,0.226007538416932
"LAKSHADWEEP","F","Rural","Total disabled population",0.355769230769231,0.226007538416932
"LAKSHADWEEP","F","Rural","Mental Illness",0.185185185185185,0.226007538416932
"LAKSHADWEEP","F","Rural","Mental Retardation",0.636363636363636,0.226007538416932
"LAKSHADWEEP","F","Rural","In Seeing",0.271186440677966,0.226007538416932
"LAKSHADWEEP","F","Rural","Any Other",0.105263157894737,0.226007538416932
"LAKSHADWEEP","F","Rural","In Speech",0.333333333333333,0.226007538416932
"LAKSHADWEEP","F","Rural","In Hearing",0.32,0.226007538416932
"LAKSHADWEEP","F","Rural","Multiple disability",0.689655172413793,0.226007538416932
"LAKSHADWEEP","F","Total","In Movement",0.377483443708609,0.217543859649123
"LAKSHADWEEP","F","Total","Total disabled population",0.409266409266409,0.217543859649123
"LAKSHADWEEP","F","Total","Mental Illness",0.306451612903226,0.217543859649123
"LAKSHADWEEP","F","Total","Mental Retardation",0.621621621621622,0.217543859649123
"LAKSHADWEEP","F","Total","In Seeing",0.398936170212766,0.217543859649123
"LAKSHADWEEP","F","Total","Any Other",0.216867469879518,0.217543859649123
"LAKSHADWEEP","F","Total","In Speech",0.48,0.217543859649123
"LAKSHADWEEP","F","Total","In Hearing",0.369747899159664,0.217543859649123
"LAKSHADWEEP","F","Total","Multiple disability",0.625,0.217543859649123
"LAKSHADWEEP","F","Urban","In Movement",0.362068965517241,0.215156224439719
"LAKSHADWEEP","F","Urban","Total disabled population",0.428822495606327,0.215156224439719
"LAKSHADWEEP","F","Urban","Mental Illness",0.4,0.215156224439719
"LAKSHADWEEP","F","Urban","Mental Retardation",0.615384615384615,0.215156224439719
"LAKSHADWEEP","F","Urban","In Seeing",0.457364341085271,0.215156224439719
"LAKSHADWEEP","F","Urban","Any Other",0.25,0.215156224439719
"LAKSHADWEEP","F","Urban","In Speech",0.5,0.215156224439719
"LAKSHADWEEP","F","Urban","In Hearing",0.382978723404255,0.215156224439719
"LAKSHADWEEP","F","Urban","Multiple disability",0.602409638554217,0.215156224439719
"LAKSHADWEEP","M","Rural","Total disabled population",0.223404255319149,0.17865525334806
"LAKSHADWEEP","M","Rural","In Speech",0.428571428571429,0.17865525334806
"LAKSHADWEEP","M","Rural","In Hearing",0.227272727272727,0.17865525334806
"LAKSHADWEEP","M","Rural","In Seeing",0.111111111111111,0.17865525334806
"LAKSHADWEEP","M","Rural","In Movement",0.181818181818182,0.17865525334806
"LAKSHADWEEP","M","Rural","Any Other",0,0.17865525334806
"LAKSHADWEEP","M","Rural","Mental Illness",0.166666666666667,0.17865525334806
"LAKSHADWEEP","M","Rural","Mental Retardation",0.538461538461538,0.17865525334806
"LAKSHADWEEP","M","Rural","Multiple disability",0.413793103448276,0.17865525334806
"LAKSHADWEEP","M","Total","Total disabled population",0.270883054892601,0.153971560547052
"LAKSHADWEEP","M","Total","In Speech",0.3125,0.153971560547052
"LAKSHADWEEP","M","Total","In Hearing",0.238095238095238,0.153971560547052
"LAKSHADWEEP","M","Total","In Seeing",0.174496644295302,0.153971560547052
"LAKSHADWEEP","M","Total","In Movement",0.166666666666667,0.153971560547052
"LAKSHADWEEP","M","Total","Any Other",0.2,0.153971560547052
"LAKSHADWEEP","M","Total","Mental Illness",0.205882352941176,0.153971560547052
"LAKSHADWEEP","M","Total","Mental Retardation",0.493333333333333,0.153971560547052
"LAKSHADWEEP","M","Total","Multiple disability",0.52991452991453,0.153971560547052
"LAKSHADWEEP","M","Urban","Total disabled population",0.284615384615385,0.147063369397218
"LAKSHADWEEP","M","Urban","In Speech",0.292682926829268,0.147063369397218
"LAKSHADWEEP","M","Urban","In Hearing",0.240963855421687,0.147063369397218
"LAKSHADWEEP","M","Urban","In Seeing",0.201923076923077,0.147063369397218
"LAKSHADWEEP","M","Urban","In Movement",0.162650602409639,0.147063369397218
"LAKSHADWEEP","M","Urban","Any Other",0.238095238095238,0.147063369397218
"LAKSHADWEEP","M","Urban","Mental Illness",0.227272727272727,0.147063369397218
"LAKSHADWEEP","M","Urban","Mental Retardation",0.483870967741935,0.147063369397218
"LAKSHADWEEP","M","Urban","Multiple disability",0.568181818181818,0.147063369397218
"LAKSHADWEEP","P","Rural","Total disabled population",0.292929292929293,0.201753765645994
"LAKSHADWEEP","P","Rural","Mental Illness",0.179487179487179,0.201753765645994
"LAKSHADWEEP","P","Rural","Mental Retardation",0.583333333333333,0.201753765645994
"LAKSHADWEEP","P","Rural","In Seeing",0.201923076923077,0.201753765645994
"LAKSHADWEEP","P","Rural","Any Other",0.0571428571428571,0.201753765645994
"LAKSHADWEEP","P","Rural","In Speech",0.4,0.201753765645994
"LAKSHADWEEP","P","Rural","In Hearing",0.276595744680851,0.201753765645994
"LAKSHADWEEP","P","Rural","Multiple disability",0.551724137931034,0.201753765645994
"LAKSHADWEEP","P","Rural","In Movement",0.291139240506329,0.201753765645994
"LAKSHADWEEP","P","Total","Total disabled population",0.337461300309598,0.184883594683046
"LAKSHADWEEP","P","Total","Mental Illness",0.270833333333333,0.184883594683046
"LAKSHADWEEP","P","Total","Mental Retardation",0.535714285714286,0.184883594683046
"LAKSHADWEEP","P","Total","In Seeing",0.299703264094956,0.184883594683046
"LAKSHADWEEP","P","Total","Any Other",0.207650273224044,0.184883594683046
"LAKSHADWEEP","P","Total","In Speech",0.36986301369863,0.184883594683046
"LAKSHADWEEP","P","Total","In Hearing",0.308035714285714,0.184883594683046
"LAKSHADWEEP","P","Total","Multiple disability",0.576419213973799,0.184883594683046
"LAKSHADWEEP","P","Total","In Movement",0.254847645429363,0.184883594683046
"LAKSHADWEEP","P","Urban","Total disabled population",0.351927809680066,0.180143844870063
"LAKSHADWEEP","P","Urban","Mental Illness",0.333333333333333,0.180143844870063
"LAKSHADWEEP","P","Urban","Mental Retardation",0.522727272727273,0.180143844870063
"LAKSHADWEEP","P","Urban","In Seeing",0.343347639484979,0.180143844870063
"LAKSHADWEEP","P","Urban","Any Other",0.243243243243243,0.180143844870063
"LAKSHADWEEP","P","Urban","In Speech",0.365079365079365,0.180143844870063
"LAKSHADWEEP","P","Urban","In Hearing",0.31638418079096,0.180143844870063
"LAKSHADWEEP","P","Urban","Multiple disability",0.584795321637427,0.180143844870063
"LAKSHADWEEP","P","Urban","In Movement",0.24468085106383,0.180143844870063
"MADHYA PRADESH","F","Rural","In Movement",0.635960771304873,0.558131418053263
"MADHYA PRADESH","F","Rural","Total disabled population",0.665425227919297,0.558131418053263
"MADHYA PRADESH","F","Rural","Mental Illness",0.723865515340805,0.558131418053263
"MADHYA PRADESH","F","Rural","Mental Retardation",0.661841040049526,0.558131418053263
"MADHYA PRADESH","F","Rural","In Seeing",0.730887319619282,0.558131418053263
"MADHYA PRADESH","F","Rural","Any Other",0.583849735473712,0.558131418053263
"MADHYA PRADESH","F","Rural","In Speech",0.5693159847416,0.558131418053263
"MADHYA PRADESH","F","Rural","In Hearing",0.65645581065725,0.558131418053263
"MADHYA PRADESH","F","Rural","Multiple disability",0.816886460121037,0.558131418053263
"MADHYA PRADESH","F","Total","In Movement",0.584025257133105,0.495156592683894
"MADHYA PRADESH","F","Total","Total disabled population",0.597151602883078,0.495156592683894
"MADHYA PRADESH","F","Total","Mental Illness",0.678986473614022,0.495156592683894
"MADHYA PRADESH","F","Total","Mental Retardation",0.627113217213115,0.495156592683894
"MADHYA PRADESH","F","Total","In Seeing",0.645430896108928,0.495156592683894
"MADHYA PRADESH","F","Total","Any Other",0.520025443910915,0.495156592683894
"MADHYA PRADESH","F","Total","In Speech",0.498914055228048,0.495156592683894
"MADHYA PRADESH","F","Total","In Hearing",0.562407010774488,0.495156592683894
"MADHYA PRADESH","F","Total","Multiple disability",0.784632887021966,0.495156592683894
"MADHYA PRADESH","F","Urban","In Movement",0.408497671477031,0.328595666657333
"MADHYA PRADESH","F","Urban","Total disabled population",0.425859396081461,0.328595666657333
"MADHYA PRADESH","F","Urban","Mental Illness",0.578481793869574,0.328595666657333
"MADHYA PRADESH","F","Urban","Mental Retardation",0.55584872471416,0.328595666657333
"MADHYA PRADESH","F","Urban","In Seeing",0.424488985909903,0.328595666657333
"MADHYA PRADESH","F","Urban","Any Other",0.381397637795276,0.328595666657333
"MADHYA PRADESH","F","Urban","In Speech",0.362411347517731,0.328595666657333
"MADHYA PRADESH","F","Urban","In Hearing",0.372286031863653,0.328595666657333
"MADHYA PRADESH","F","Urban","Multiple disability",0.673488444479029,0.328595666657333
"MADHYA PRADESH","M","Rural","Total disabled population",0.424708205401862,0.37180970709174
"MADHYA PRADESH","M","Rural","In Speech",0.442169382063702,0.37180970709174
"MADHYA PRADESH","M","Rural","In Hearing",0.429636791919109,0.37180970709174
"MADHYA PRADESH","M","Rural","In Seeing",0.484949273294431,0.37180970709174
"MADHYA PRADESH","M","Rural","In Movement",0.340962830343301,0.37180970709174
"MADHYA PRADESH","M","Rural","Any Other",0.375314486083717,0.37180970709174
"MADHYA PRADESH","M","Rural","Mental Illness",0.479938366718028,0.37180970709174
"MADHYA PRADESH","M","Rural","Mental Retardation",0.529247104247104,0.37180970709174
"MADHYA PRADESH","M","Rural","Multiple disability",0.623994663617305,0.37180970709174
"MADHYA PRADESH","M","Total","Total disabled population",0.383159062549578,0.330689056927273
"MADHYA PRADESH","M","Total","In Speech",0.387231192797083,0.330689056927273
"MADHYA PRADESH","M","Total","In Hearing",0.367483710828421,0.330689056927273
"MADHYA PRADESH","M","Total","In Seeing",0.419116729737597,0.330689056927273
"MADHYA PRADESH","M","Total","In Movement",0.310921805971036,0.330689056927273
"MADHYA PRADESH","M","Total","Any Other",0.337675471334666,0.330689056927273
"MADHYA PRADESH","M","Total","Mental Illness",0.464487082386603,0.330689056927273
"MADHYA PRADESH","M","Total","Mental Retardation",0.510253161838913,0.330689056927273
"MADHYA PRADESH","M","Total","Multiple disability",0.594583825475658,0.330689056927273
"MADHYA PRADESH","M","Urban","Total disabled population",0.281151352107858,0.223988374944733
"MADHYA PRADESH","M","Urban","In Speech",0.272636815920398,0.223988374944733
"MADHYA PRADESH","M","Urban","In Hearing",0.241122589819733,0.223988374944733
"MADHYA PRADESH","M","Urban","In Seeing",0.262289317611758,0.223988374944733
"MADHYA PRADESH","M","Urban","In Movement",0.216268666535096,0.223988374944733
"MADHYA PRADESH","M","Urban","Any Other",0.255182616380718,0.223988374944733
"MADHYA PRADESH","M","Urban","Mental Illness",0.431242540777085,0.223988374944733
"MADHYA PRADESH","M","Urban","Mental Retardation",0.472145116519269,0.223988374944733
"MADHYA PRADESH","M","Urban","Multiple disability",0.507892815010393,0.223988374944733
"MADHYA PRADESH","P","Rural","Total disabled population",0.52793966558862,0.461883886045818
"MADHYA PRADESH","P","Rural","Mental Illness",0.577883515916049,0.461883886045818
"MADHYA PRADESH","P","Rural","Mental Retardation",0.582710881545345,0.461883886045818
"MADHYA PRADESH","P","Rural","In Seeing",0.60126854718674,0.461883886045818
"MADHYA PRADESH","P","Rural","Any Other",0.466285471420241,0.461883886045818
"MADHYA PRADESH","P","Rural","In Speech",0.494621569768695,0.461883886045818
"MADHYA PRADESH","P","Rural","In Hearing",0.533307643333445,0.461883886045818
"MADHYA PRADESH","P","Rural","Multiple disability",0.712280629224632,0.461883886045818
"MADHYA PRADESH","P","Rural","In Movement",0.453148653719254,0.461883886045818
"MADHYA PRADESH","P","Total","Total disabled population",0.474603574514589,0.409981388553089
"MADHYA PRADESH","P","Total","Mental Illness",0.549970895654595,0.409981388553089
"MADHYA PRADESH","P","Total","Mental Retardation",0.557163605516497,0.409981388553089
"MADHYA PRADESH","P","Total","In Seeing",0.524829086503836,0.409981388553089
"MADHYA PRADESH","P","Total","Any Other",0.4173504838409,0.409981388553089
"MADHYA PRADESH","P","Total","In Speech",0.433962264150943,0.409981388553089
"MADHYA PRADESH","P","Total","In Hearing",0.456667202770786,0.409981388553089
"MADHYA PRADESH","P","Total","Multiple disability",0.679810997912186,0.409981388553089
"MADHYA PRADESH","P","Total","In Movement",0.413724434078342,0.409981388553089
"MADHYA PRADESH","P","Urban","Total disabled population",0.342442299547091,0.27406004313531
"MADHYA PRADESH","P","Urban","Mental Illness",0.488953394613772,0.27406004313531
"MADHYA PRADESH","P","Urban","Mental Retardation",0.505442388431037,0.27406004313531
"MADHYA PRADESH","P","Urban","In Seeing",0.33570292049479,0.27406004313531
"MADHYA PRADESH","P","Urban","Any Other",0.310522284197693,0.27406004313531
"MADHYA PRADESH","P","Urban","In Speech",0.311270983213429,0.27406004313531
"MADHYA PRADESH","P","Urban","In Hearing",0.301258167899165,0.27406004313531
"MADHYA PRADESH","P","Urban","Multiple disability",0.577319587628866,0.27406004313531
"MADHYA PRADESH","P","Urban","In Movement",0.286222408201695,0.27406004313531
"MAHARASHTRA","F","Rural","In Movement",0.455626343871944,0.397299467235943
"MAHARASHTRA","F","Rural","Total disabled population",0.487066543277874,0.397299467235943
"MAHARASHTRA","F","Rural","Mental Illness",0.546036306647512,0.397299467235943
"MAHARASHTRA","F","Rural","Mental Retardation",0.579058634850436,0.397299467235943
"MAHARASHTRA","F","Rural","In Seeing",0.523712633173003,0.397299467235943
"MAHARASHTRA","F","Rural","Any Other",0.45241773272186,0.397299467235943
"MAHARASHTRA","F","Rural","In Speech",0.383833192614074,0.397299467235943
"MAHARASHTRA","F","Rural","In Hearing",0.502908217969276,0.397299467235943
"MAHARASHTRA","F","Rural","Multiple disability",0.657963504790834,0.397299467235943
"MAHARASHTRA","F","Total","In Movement",0.398340922175119,0.329468876191485
"MAHARASHTRA","F","Total","Total disabled population",0.406105072192978,0.329468876191485
"MAHARASHTRA","F","Total","Mental Illness",0.497252959839047,0.329468876191485
"MAHARASHTRA","F","Total","Mental Retardation",0.560493402673314,0.329468876191485
"MAHARASHTRA","F","Total","In Seeing",0.424606337499094,0.329468876191485
"MAHARASHTRA","F","Total","Any Other",0.382592106626152,0.329468876191485
"MAHARASHTRA","F","Total","In Speech",0.302281761881044,0.329468876191485
"MAHARASHTRA","F","Total","In Hearing",0.393677843650241,0.329468876191485
"MAHARASHTRA","F","Total","Multiple disability",0.602664667204983,0.329468876191485
"MAHARASHTRA","F","Urban","In Movement",0.288519083969466,0.245034375336031
"MAHARASHTRA","F","Urban","Total disabled population",0.301893107189705,0.245034375336031
"MAHARASHTRA","F","Urban","Mental Illness",0.42631978731485,0.245034375336031
"MAHARASHTRA","F","Urban","Mental Retardation",0.533824350740017,0.245034375336031
"MAHARASHTRA","F","Urban","In Seeing",0.292339607186738,0.245034375336031
"MAHARASHTRA","F","Urban","Any Other",0.301784018324364,0.245034375336031
"MAHARASHTRA","F","Urban","In Speech",0.216717699847863,0.245034375336031
"MAHARASHTRA","F","Urban","In Hearing",0.281829310947884,0.245034375336031
"MAHARASHTRA","F","Urban","Multiple disability",0.501932544041662,0.245034375336031
"MAHARASHTRA","M","Rural","Total disabled population",0.298296873833196,0.258332547534588
"MAHARASHTRA","M","Rural","In Speech",0.262870532565917,0.258332547534588
"MAHARASHTRA","M","Rural","In Hearing",0.292214464895578,0.258332547534588
"MAHARASHTRA","M","Rural","In Seeing",0.306377540599999,0.258332547534588
"MAHARASHTRA","M","Rural","In Movement",0.222265679211718,0.258332547534588
"MAHARASHTRA","M","Rural","Any Other",0.300111982082867,0.258332547534588
"MAHARASHTRA","M","Rural","Mental Illness",0.313806410118984,0.258332547534588
"MAHARASHTRA","M","Rural","Mental Retardation",0.493755496921724,0.258332547534588
"MAHARASHTRA","M","Rural","Multiple disability",0.488280419385969,0.258332547534588
"MAHARASHTRA","M","Total","Total disabled population",0.261567052830936,0.222953136250268
"MAHARASHTRA","M","Total","In Speech",0.223143347955459,0.222953136250268
"MAHARASHTRA","M","Total","In Hearing",0.237809296637932,0.222953136250268
"MAHARASHTRA","M","Total","In Seeing",0.253499446822839,0.222953136250268
"MAHARASHTRA","M","Total","In Movement",0.199682102600266,0.222953136250268
"MAHARASHTRA","M","Total","Any Other",0.263266534789714,0.222953136250268
"MAHARASHTRA","M","Total","Mental Illness",0.3063178047224,0.222953136250268
"MAHARASHTRA","M","Total","Mental Retardation",0.487556410937085,0.222953136250268
"MAHARASHTRA","M","Total","Multiple disability",0.457032771525723,0.222953136250268
"MAHARASHTRA","M","Urban","Total disabled population",0.214470859226653,0.181167952902376
"MAHARASHTRA","M","Urban","In Speech",0.182507116761428,0.181167952902376
"MAHARASHTRA","M","Urban","In Hearing",0.183510798745174,0.181167952902376
"MAHARASHTRA","M","Urban","In Seeing",0.188989663126121,0.181167952902376
"MAHARASHTRA","M","Urban","In Movement",0.15476937230795,0.181167952902376
"MAHARASHTRA","M","Urban","Any Other",0.222570816615886,0.181167952902376
"MAHARASHTRA","M","Urban","Mental Illness",0.296512035932346,0.181167952902376
"MAHARASHTRA","M","Urban","Mental Retardation",0.479474046326733,0.181167952902376
"MAHARASHTRA","M","Urban","Multiple disability",0.40060258758197,0.181167952902376
"MAHARASHTRA","P","Rural","Total disabled population",0.379345011058528,0.326098006185385
"MAHARASHTRA","P","Rural","Mental Illness",0.418491699046273,0.326098006185385
"MAHARASHTRA","P","Rural","Mental Retardation",0.531781451071297,0.326098006185385
"MAHARASHTRA","P","Rural","In Seeing",0.40778358120685,0.326098006185385
"MAHARASHTRA","P","Rural","Any Other",0.370031247460682,0.326098006185385
"MAHARASHTRA","P","Rural","In Speech",0.317599186164802,0.326098006185385
"MAHARASHTRA","P","Rural","In Hearing",0.385616158896942,0.326098006185385
"MAHARASHTRA","P","Rural","Multiple disability",0.560013218770654,0.326098006185385
"MAHARASHTRA","P","Rural","In Movement",0.302912044210451,0.326098006185385
"MAHARASHTRA","P","Total","Total disabled population",0.323564685333564,0.274262299737076
"MAHARASHTRA","P","Total","Mental Illness",0.390311984068899,0.274262299737076
"MAHARASHTRA","P","Total","Mental Retardation",0.519334119806003,0.274262299737076
"MAHARASHTRA","P","Total","In Seeing",0.33165810762788,0.274262299737076
"MAHARASHTRA","P","Total","Any Other",0.317396854735127,0.274262299737076
"MAHARASHTRA","P","Total","In Speech",0.258704419247904,0.274262299737076
"MAHARASHTRA","P","Total","In Hearing",0.306416408358002,0.274262299737076
"MAHARASHTRA","P","Total","Multiple disability",0.518488770437439,0.274262299737076
"MAHARASHTRA","P","Total","In Movement",0.268895258726008,0.274262299737076
"MAHARASHTRA","P","Urban","Total disabled population",0.251923096194509,0.211473793307244
"MAHARASHTRA","P","Urban","Mental Illness",0.35168072313466,0.211473793307244
"MAHARASHTRA","P","Urban","Mental Retardation",0.502408272083192,0.211473793307244
"MAHARASHTRA","P","Urban","In Seeing",0.234910161163989,0.211473793307244
"MAHARASHTRA","P","Urban","Any Other",0.258018950473762,0.211473793307244
"MAHARASHTRA","P","Urban","In Speech",0.197770379121469,0.211473793307244
"MAHARASHTRA","P","Urban","In Hearing",0.226474534245877,0.211473793307244
"MAHARASHTRA","P","Urban","Multiple disability",0.443225574589701,0.211473793307244
"MAHARASHTRA","P","Urban","In Movement",0.202107367681625,0.211473793307244
"MANIPUR","F","Rural","In Movement",0.637650389242746,0.424255797401574
"MANIPUR","F","Rural","Total disabled population",0.524357744376932,0.424255797401574
"MANIPUR","F","Rural","Mental Illness",0.602179836512262,0.424255797401574
