"State","sex","Urban_Rural","status","Disability_Type","dis_mar_count","dis_mar_total","dis_mar_perc","mar_count","mar_total","mar_perc"
"KERALA","P","Rural","Seperated","Mental Illness",3124,37432,0.0834580038469759,130450,17471135,0.00746660133986716
"KERALA","P","Rural","Seperated","In Seeing",893,63409,0.0140831743127947,130450,17471135,0.00746660133986716
"KERALA","P","Rural","Seperated","In Speech",409,22534,0.0181503505813437,130450,17471135,0.00746660133986716
"KERALA","P","Rural","Seperated","Mental Retardation",653,35170,0.0185669604776798,130450,17471135,0.00746660133986716
"KERALA","P","Rural","Seperated","Total disabled population",9012,414875,0.0217222054835794,130450,17471135,0.00746660133986716
"KERALA","P","Rural","Widowed","Any Other",5829,52351,0.111344577945025,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","In Hearing",11877,56110,0.211673498485119,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","Total disabled population",61901,414875,0.149203977101537,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","Multiple Disability",8586,54572,0.157333431063549,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","Mental Illness",4767,37432,0.12735092968583,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","In Speech",1516,22534,0.0672761160912399,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","In Seeing",15961,63409,0.251715056222303,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","In Movement",12487,93297,0.133841388254713,1164992,17471135,0.0666809569040592
"KERALA","P","Rural","Widowed","Mental Retardation",878,35170,0.0249644583451806,1164992,17471135,0.0666809569040592
"KERALA","P","Total","Divorced","Mental Illness",1653,66915,0.0247029813943062,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","In Seeing",373,115513,0.00322907378390311,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","In Movement",575,171630,0.00335023014624483,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","In Hearing",355,105366,0.00336920828350701,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","Multiple Disability",442,99233,0.00445416343353522,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","Any Other",295,96131,0.0030687291300413,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","In Speech",172,41346,0.00416001547912736,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","Mental Retardation",409,65709,0.00622441370284132,56683,33406061,0.00169678789726212
"KERALA","P","Total","Divorced","Total disabled population",4274,761843,0.00561007976709112,56683,33406061,0.00169678789726212
"KERALA","P","Total","Married","Any Other",47903,96131,0.49830959836057,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","In Seeing",60261,115513,0.521681542337226,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","In Speech",18123,41346,0.438325351908286,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","Multiple Disability",30232,99233,0.30465671701954,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","In Movement",97152,171630,0.566054885509526,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","Total disabled population",337093,761843,0.442470430259253,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","In Hearing",51963,105366,0.493166676157394,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","Mental Retardation",7135,65709,0.10858482095299,17215810,33406061,0.515349894140468
"KERALA","P","Total","Married","Mental Illness",24324,66915,0.363505940372114,17215810,33406061,0.515349894140468
"KERALA","P","Total","NeverMarried","Mental Illness",27141,66915,0.405604124635732,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","In Hearing",30390,105366,0.288423210523319,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","Any Other",36063,96131,0.375144334293828,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","Total disabled population",292735,761843,0.384245835428034,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","In Movement",47900,171630,0.279088737400221,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","In Seeing",24454,115513,0.211699116116801,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","Multiple Disability",51808,99233,0.522084387250209,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","Mental Retardation",55439,65709,0.8437048197355,13684355,33406061,0.409636891940058
"KERALA","P","Total","NeverMarried","In Speech",19540,41346,0.472597107338074,13684355,33406061,0.409636891940058
"KERALA","P","Total","Seperated","Multiple Disability",1602,99233,0.0161438231233561,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","In Hearing",1331,105366,0.0126321583812615,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","In Seeing",1448,115513,0.0125353856275917,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","Mental Retardation",1154,65709,0.0175622821835669,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","Any Other",1208,96131,0.0125661857257284,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","Total disabled population",15414,761843,0.0202325150982552,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","In Speech",679,41346,0.0164223866879505,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","Mental Illness",5323,66915,0.0795486811626691,220987,33406061,0.00661517680878329
"KERALA","P","Total","Seperated","In Movement",2669,171630,0.0155508943657869,220987,33406061,0.00661517680878329
"KERALA","P","Total","Widowed","Total disabled population",112327,761843,0.147441139447366,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","Any Other",10662,96131,0.110911152489832,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","In Seeing",28977,115513,0.250854882134478,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","Mental Retardation",1572,65709,0.0239236634251016,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","In Speech",2832,41346,0.0684951385865622,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","In Hearing",21327,105366,0.202408746654519,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","Multiple Disability",15149,99233,0.15266090917336,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","Mental Illness",8474,66915,0.126638272435179,2228226,33406061,0.0667012492134287
"KERALA","P","Total","Widowed","In Movement",23334,171630,0.135955252578221,2228226,33406061,0.0667012492134287
"KERALA","P","Urban","Divorced","In Hearing",187,49256,0.00379649179795355,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","In Seeing",153,52104,0.00293643482266237,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","In Movement",302,78333,0.00385533555461938,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","Mental Illness",811,29483,0.0275073771325849,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","Total disabled population",2100,346968,0.00605243134813585,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","Any Other",133,43780,0.00303791685701233,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","Multiple Disability",217,44661,0.00485882537336826,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","In Speech",87,18812,0.00462470763342547,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Divorced","Mental Retardation",210,30539,0.00687645306002161,27771,15934926,0.00174277558615584
"KERALA","P","Urban","Married","Mental Illness",10488,29483,0.35573042092053,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","Mental Retardation",3170,30539,0.103801696191755,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","Any Other",21527,43780,0.491708542713568,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","Multiple Disability",13377,44661,0.299523073822798,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","In Seeing",26884,52104,0.515968063872255,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","In Hearing",24248,49256,0.492285203833036,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","Total disabled population",152110,346968,0.43839777731664,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","In Movement",44113,78333,0.563147077221605,8222591,15934926,0.516010617181404
"KERALA","P","Urban","Married","In Speech",8303,18812,0.441367212417606,8222591,15934926,0.516010617181404
"KERALA","P","Urban","NeverMarried","Any Other",16792,43780,0.383554134307903,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","In Speech",8836,18812,0.469700191367212,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","Multiple Disability",23815,44661,0.533239291551913,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","In Hearing",14829,49256,0.301059769368199,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","In Seeing",11496,52104,0.220635651773376,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","In Movement",21920,78333,0.279830978004162,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","Mental Illness",12278,29483,0.416443374147814,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","Total disabled population",135930,346968,0.391765234834336,6530793,15934926,0.409841438862032
"KERALA","P","Urban","NeverMarried","Mental Retardation",25964,30539,0.850191558335244,6530793,15934926,0.409841438862032
"KERALA","P","Urban","Seperated","Mental Illness",2199,29483,0.0745853542719533,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","Any Other",495,43780,0.0113065326633166,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","Multiple Disability",689,44661,0.0154273303329527,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","In Seeing",555,52104,0.0106517733763243,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","In Speech",270,18812,0.0143525409313204,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","Total disabled population",6402,346968,0.018451269281317,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","Mental Retardation",501,30539,0.0164052523003373,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","In Hearing",542,49256,0.0110037355855124,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Seperated","In Movement",1151,78333,0.0146936795475725,90537,15934926,0.00568167056439421
"KERALA","P","Urban","Widowed","In Hearing",9450,49256,0.1918547994153,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","Mental Retardation",694,30539,0.0227250401126429,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","Any Other",4833,43780,0.1103928734582,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","Mental Illness",3707,29483,0.125733473527117,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","Multiple Disability",6563,44661,0.146951478918967,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","Total disabled population",50426,346968,0.145333287219571,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","In Seeing",13016,52104,0.249808076155382,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","In Speech",1316,18812,0.0699553476504359,1063234,15934926,0.0667234978060143
"KERALA","P","Urban","Widowed","In Movement",10847,78333,0.138472929672041,1063234,15934926,0.0667234978060143
"LAKSHADWEEP","F","Rural","Divorced","Mental Illness",2,27,0.0740740740740741,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","Mental Retardation",0,11,0,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","Any Other",0,19,0,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","In Seeing",0,59,0,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","In Movement",1,35,0.0285714285714286,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","In Hearing",1,25,0.04,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","Multiple Disability",0,29,0,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","Total disabled population",4,208,0.0192307692307692,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Divorced","In Speech",0,3,0,61,6898,0.0088431429399826
"LAKSHADWEEP","F","Rural","Married","Mental Illness",11,27,0.407407407407407,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","In Speech",1,3,0.333333333333333,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","In Hearing",7,25,0.28,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","Total disabled population",82,208,0.394230769230769,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","Multiple Disability",5,29,0.172413793103448,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","In Seeing",27,59,0.457627118644068,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","Any Other",14,19,0.736842105263158,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","In Movement",13,35,0.371428571428571,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","Married","Mental Retardation",4,11,0.363636363636364,3259,6898,0.4724557842853
"LAKSHADWEEP","F","Rural","NeverMarried","Multiple Disability",14,29,0.482758620689655,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","In Seeing",16,59,0.271186440677966,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","In Speech",2,3,0.666666666666667,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","Any Other",3,19,0.157894736842105,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","Total disabled population",71,208,0.341346153846154,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","In Movement",11,35,0.314285714285714,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","Mental Retardation",7,11,0.636363636363636,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","Mental Illness",7,27,0.259259259259259,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","NeverMarried","In Hearing",11,25,0.44,3047,6898,0.441722238329951
"LAKSHADWEEP","F","Rural","Seperated","Any Other",0,19,0,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","In Speech",0,3,0,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","Mental Illness",4,27,0.148148148148148,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","In Seeing",3,59,0.0508474576271186,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","Multiple Disability",1,29,0.0344827586206897,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","In Hearing",0,25,0,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","Mental Retardation",0,11,0,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","Total disabled population",8,208,0.0384615384615385,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Seperated","In Movement",0,35,0,40,6898,0.0057987822557263
"LAKSHADWEEP","F","Rural","Widowed","Any Other",2,19,0.105263157894737,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","Mental Retardation",0,11,0,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","In Speech",0,3,0,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","Multiple Disability",9,29,0.310344827586207,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","In Movement",10,35,0.285714285714286,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","Total disabled population",43,208,0.206730769230769,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","In Hearing",6,25,0.24,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","In Seeing",13,59,0.220338983050847,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Rural","Widowed","Mental Illness",3,27,0.111111111111111,491,6898,0.0711800521890403
"LAKSHADWEEP","F","Total","Divorced","Any Other",1,83,0.0120481927710843,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","In Movement",3,151,0.0198675496688742,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","In Hearing",1,119,0.00840336134453781,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","Multiple Disability",0,112,0,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","Total disabled population",12,777,0.0154440154440154,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","In Seeing",3,188,0.0159574468085106,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","Mental Retardation",0,37,0,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","Mental Illness",4,62,0.0645161290322581,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Divorced","In Speech",0,25,0,296,31350,0.00944178628389155
"LAKSHADWEEP","F","Total","Married","In Movement",55,151,0.364238410596026,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","In Speech",11,25,0.44,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","In Hearing",46,119,0.38655462184874,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","Mental Illness",24,62,0.387096774193548,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","Multiple Disability",24,112,0.214285714285714,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","Any Other",39,83,0.469879518072289,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","Mental Retardation",10,37,0.27027027027027,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","Total disabled population",300,777,0.386100386100386,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","Married","In Seeing",91,188,0.484042553191489,15157,31350,0.48347687400319
"LAKSHADWEEP","F","Total","NeverMarried","In Hearing",48,119,0.403361344537815,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","Any Other",33,83,0.397590361445783,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","In Seeing",54,188,0.287234042553192,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","Multiple Disability",70,112,0.625,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","In Speech",13,25,0.52,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","Mental Illness",17,62,0.274193548387097,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","Total disabled population",309,777,0.397683397683398,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","In Movement",48,151,0.317880794701987,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","NeverMarried","Mental Retardation",26,37,0.702702702702703,13229,31350,0.421977671451356
"LAKSHADWEEP","F","Total","Seperated","Multiple Disability",1,112,0.00892857142857143,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","In Movement",3,151,0.0198675496688742,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","In Speech",0,25,0,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","Mental Illness",6,62,0.0967741935483871,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","Any Other",1,83,0.0120481927710843,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","In Seeing",4,188,0.0212765957446809,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","Mental Retardation",0,37,0,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","Total disabled population",18,777,0.0231660231660232,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Seperated","In Hearing",3,119,0.0252100840336134,220,31350,0.00701754385964912
"LAKSHADWEEP","F","Total","Widowed","In Speech",1,25,0.04,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","Mental Illness",11,62,0.17741935483871,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","In Hearing",21,119,0.176470588235294,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","Mental Retardation",1,37,0.027027027027027,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","Multiple Disability",17,112,0.151785714285714,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","Any Other",9,83,0.108433734939759,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","Total disabled population",138,777,0.177606177606178,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","In Movement",42,151,0.278145695364238,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Total","Widowed","In Seeing",36,188,0.191489361702128,2448,31350,0.0780861244019139
"LAKSHADWEEP","F","Urban","Divorced","In Speech",0,22,0,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","Multiple Disability",0,83,0,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","Total disabled population",8,569,0.0140597539543058,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","Mental Illness",2,35,0.0571428571428571,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","In Movement",2,116,0.0172413793103448,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","Any Other",1,64,0.015625,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","In Seeing",3,129,0.0232558139534884,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","In Hearing",0,94,0,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Divorced","Mental Retardation",0,26,0,235,24452,0.00961066579420906
"LAKSHADWEEP","F","Urban","Married","In Movement",42,116,0.362068965517241,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","In Speech",10,22,0.454545454545455,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","Multiple Disability",19,83,0.228915662650602,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","Mental Illness",13,35,0.371428571428571,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","Mental Retardation",6,26,0.230769230769231,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","Total disabled population",218,569,0.383128295254833,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","In Hearing",39,94,0.414893617021277,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","In Seeing",64,129,0.496124031007752,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","Married","Any Other",25,64,0.390625,11898,24452,0.486585964338295
"LAKSHADWEEP","F","Urban","NeverMarried","Multiple Disability",56,83,0.674698795180723,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","Any Other",30,64,0.46875,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","Mental Retardation",19,26,0.730769230769231,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","Mental Illness",10,35,0.285714285714286,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","In Speech",11,22,0.5,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","In Hearing",37,94,0.393617021276596,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","In Seeing",38,129,0.294573643410853,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","Total disabled population",238,569,0.418277680140598,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","NeverMarried","In Movement",37,116,0.318965517241379,10182,24452,0.416407655815475
"LAKSHADWEEP","F","Urban","Seperated","Mental Illness",2,35,0.0571428571428571,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","In Hearing",3,94,0.0319148936170213,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","Any Other",1,64,0.015625,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","In Seeing",1,129,0.00775193798449612,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","Mental Retardation",0,26,0,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","Total disabled population",10,569,0.0175746924428823,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","In Movement",3,116,0.0258620689655172,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","In Speech",0,22,0,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Seperated","Multiple Disability",0,83,0,180,24452,0.00736136103386226
"LAKSHADWEEP","F","Urban","Widowed","Any Other",7,64,0.109375,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","Multiple Disability",8,83,0.0963855421686747,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","In Movement",32,116,0.275862068965517,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","In Hearing",15,94,0.159574468085106,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","Mental Retardation",1,26,0.0384615384615385,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","Total disabled population",95,569,0.166959578207381,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","In Seeing",23,129,0.178294573643411,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","In Speech",1,22,0.0454545454545455,1957,24452,0.080034353018158
"LAKSHADWEEP","F","Urban","Widowed","Mental Illness",8,35,0.228571428571429,1957,24452,0.080034353018158
"LAKSHADWEEP","M","Rural","Divorced","Mental Illness",0,12,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","Total disabled population",1,188,0.00531914893617021,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","In Speech",0,7,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","In Hearing",0,22,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","In Seeing",0,45,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","Multiple Disability",0,29,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","Mental Retardation",0,13,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","In Movement",0,44,0,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Divorced","Any Other",1,16,0.0625,17,7243,0.00234709374568549
"LAKSHADWEEP","M","Rural","Married","Total disabled population",98,188,0.521276595744681,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","Mental Illness",4,12,0.333333333333333,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","In Hearing",9,22,0.409090909090909,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","Multiple Disability",10,29,0.344827586206897,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","In Movement",28,44,0.636363636363636,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","In Speech",5,7,0.714285714285714,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","Any Other",8,16,0.5,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","In Seeing",30,45,0.666666666666667,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","Married","Mental Retardation",4,13,0.307692307692308,3432,7243,0.473836807952506
"LAKSHADWEEP","M","Rural","NeverMarried","In Speech",1,7,0.142857142857143,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","Multiple Disability",17,29,0.586206896551724,3663,7243,0.505729670026232
"LAKSHADWEEP","M","Rural","NeverMarried","Mental Illness",4,12,0.333333333333333,3663,7243,0.505729670026232
